"","iso_code","location","date","total_cases","new_cases","total_deaths","new_deaths","total_tests","new_tests","positive_rate","tests_per_case","total_vaccinations","new_vaccinations","people_vaccinated","people_vaccinated_per_hundred","people_fully_vaccinated","people_fully_vaccinated_per_hundred"
"400","CHL","Chile",2021-03-28,977243,7330,22754,101,11037244,78444,0.095,10.5,9672905,1392,6402562,33.33,3270343,17.02
"401","CHL","Chile",2021-03-29,984484,7241,23070,316,11113202,75958,0.097,10.3,9939691,266786,6553817,34.11,3385874,17.62
"402","CHL","Chile",2021-03-30,989492,5008,23107,37,11159589,46387,0.099,10.1,10218386,278695,6687796,34.81,3530590,18.38
"403","CHL","Chile",2021-03-31,995538,6046,23135,28,11201416,41827,0.102,9.8,10498730,280344,6814880,35.47,3683850,19.17
"404","CHL","Chile",2021-04-01,1003406,7868,23328,193,11270537,69121,0.104,9.6,10802084,303354,6949675,36.17,3852409,20.05
"405","CHL","Chile",2021-04-02,1011485,8079,23421,93,11344080,73543,0.106,9.4,10809121,7037,6951532,36.18,3857589,20.08
"406","CHL","Chile",2021-04-03,1019478,7993,23524,103,11414538,70458,0.109,9.2,10812348,3227,6953413,36.19,3858935,20.09
"407","CHL","Chile",2021-04-04,1026785,7307,23644,120,11483633,69095,0.111,9,10813469,1121,6954071,36.2,3859398,20.09
"408","CHL","Chile",2021-04-05,1032612,5827,23677,33,11529454,45821,0.116,8.6,11098304,284835,7034003,36.61,4064301,21.15
"409","CHL","Chile",2021-04-06,1037780,5168,23734,57,11565058,35604,0.119,8.4,11338152,239848,7127162,37.1,4210990,21.92
"410","CHL","Chile",2021-04-07,1043022,5242,23796,62,11595729,30671,0.12,8.3,11571486,233334,7222060,37.59,4349426,22.64
"411","CHL","Chile",2021-04-08,1051270,8248,23979,183,11665933,70204,0.121,8.3,11811057,239571,7298812,37.99,4512245,23.49
"412","CHL","Chile",2021-04-09,1060421,9151,24108,129,11743832,77899,0.122,8.2,12030041,218984,7369697,38.36,4660344,24.26
"413","CHL","Chile",2021-04-10,1068522,8101,24213,105,11817665,73833,0.122,8.2,12056071,26030,7380888,38.42,4675183,24.33
"414","CHL","Chile",2021-04-11,1076499,7977,24346,133,11889962,72297,0.122,8.2,12058524,2453,7381985,38.42,4676539,24.34
"415","CHL","Chile",2021-04-12,1082920,6421,24483,137,11963255,73293,0.116,8.6,12295563,237039,7460093,38.83,4835470,25.17
"416","CHL","Chile",2021-04-13,1088710,5790,24518,35,12013159,49904,0.114,8.8,12530919,235356,7535115,39.22,4995804,26
"417","CHL","Chile",2021-04-14,1094267,5557,24548,30,12049864,36705,0.113,8.9,12760455,229536,7614462,39.63,5145993,26.78
"418","CHL","Chile",2021-04-15,1101698,7431,24766,218,12120685,70821,0.111,9,12967661,207206,7676760,39.96,5290901,27.54
"419","CHL","Chile",2021-04-16,1109311,7613,24923,157,12198060,77375,0.108,9.3,13161880,194219,7735158,40.26,5426722,28.25
"420","CHL","Chile",2021-04-17,1117348,8037,25055,132,12270866,72806,0.108,9.3,13184168,22288,7743059,40.3,5441109,28.32
"421","CHL","Chile",2021-04-18,1124718,7370,25177,122,12345855,74989,0.106,9.5,13186806,2638,7743935,40.31,5442871,28.33
"422","CHL","Chile",2021-04-19,1131340,6622,25277,100,12418694,72839,0.106,9.4,13381780,194974,7787832,40.54,5593948,29.12
"423","CHL","Chile",2021-04-20,1136189,4849,25317,40,12464199,45505,0.105,9.5,13571141,189361,7827042,40.74,5744099,29.9
"424","CHL","Chile",2021-04-21,1141403,5214,25353,36,12500327,36128,0.105,9.6,13748755,177614,7858193,40.9,5890562,30.66
"425","CHL","Chile",2021-04-22,1148320,6917,25532,179,12566594,66267,0.105,9.6,13949492,200737,7914556,41.2,6034936,31.41
"426","CHL","Chile",2021-04-23,1155902,7582,25641,109,12636055,69461,0.106,9.4,14133135,183643,7954398,41.4,6178737,32.16
"427","CHL","Chile",2021-04-24,1162811,6909,25742,101,12701358,65303,0.106,9.5,14150820,17685,7960146,41.43,6190674,32.22
"428","CHL","Chile",2021-04-25,1169536,6725,25856,114,12769290,67932,0.106,9.4,14151863,1043,7960497,41.43,6191366,32.23
"429","CHL","Chile",2021-04-26,1175614,6078,25975,119,12838319,69029,0.106,9.5,14348583,196720,8003562,41.66,6345021,33.03
"430","CHL","Chile",2021-04-27,1179772,4158,26020,45,12877009,38690,0.106,9.5,14520134,171551,8042584,41.86,6477550,33.72
"431","CHL","Chile",2021-04-28,1184271,4499,26073,53,12908612,31603,0.105,9.5,14689279,169145,8086081,42.09,6603198,34.37
"432","CHL","Chile",2021-04-29,1190991,6720,26247,174,12971851,63239,0.105,9.5,14844695,155416,8116947,42.25,6727748,35.02
"433","CHL","Chile",2021-04-30,1198245,7254,26353,106,13043653,71802,0.104,9.6,14932568,87873,8167884,42.51,6764684,35.21
"434","CHL","Chile",2021-05-01,1203755,5510,26457,104,13108016,64363,0.101,9.9,14934868,2300,8168976,42.52,6765892,35.22
"435","CHL","Chile",2021-05-02,1210920,7165,26561,104,13174741,66725,0.102,9.8,14936334,1466,8169775,42.52,6766559,35.22
"436","CHL","Chile",2021-05-03,1215815,4895,26659,98,13235478,60737,0.101,9.9,15088219,151885,8245782,42.92,6842437,35.61
"437","CHL","Chile",2021-05-04,1219064,3249,26696,37,13265328,29850,0.101,9.9,15257926,169707,8326840,43.34,6931086,36.08
"438","CHL","Chile",2021-05-05,1222949,3885,26726,30,13295859,30531,0.1,10,15433084,175158,8408336,43.77,7024748,36.56
"439","CHL","Chile",2021-05-06,1229248,6299,26895,169,13358675,62816,0.099,10.1,15591369,158285,8489925,44.19,7101444,36.96
"440","CHL","Chile",2021-05-07,1235778,6530,27004,109,13424145,65470,0.099,10.1,15739349,147980,8574009,44.63,7165340,37.3
"441","CHL","Chile",2021-05-08,1241976,6198,27101,97,13487140,62995,0.101,9.9,15764943,25594,8591393,44.72,7173550,37.34
"442","CHL","Chile",2021-05-09,1247469,5493,27218,117,13549184,62044,0.098,10.2,15766348,1405,8592353,44.72,7173995,37.34
"443","CHL","Chile",2021-05-10,1252808,5339,27318,100,13615534,66350,0.097,10.3,15940075,173727,8695655,45.26,7244420,37.71
"444","CHL","Chile",2021-05-11,1256546,3738,27356,38,13652933,37399,0.097,10.3,16132853,192778,8803063,45.82,7329790,38.15
"445","CHL","Chile",2021-05-12,1260448,3902,27384,28,13681335,28402,0.097,10.3,16316226,183373,8907907,46.37,7408319,38.56
"446","CHL","Chile",2021-05-13,1266601,6153,27520,136,13742311,60976,0.097,10.3,16473921,157695,9004917,46.87,7469004,38.88
"447","CHL","Chile",2021-05-14,1273516,6915,27647,127,13808229,65918,0.098,10.2,16633416,159495,9108156,47.41,7525260,39.17
"448","CHL","Chile",2021-05-15,1280252,6736,27734,87,13873541,65312,0.099,10.1,16634873,1457,9109206,47.41,7525667,39.17
"449","CHL","Chile",2021-05-16,1286548,6296,27832,98,13939427,65886,0.1,10,16635309,436,9109471,47.41,7525838,39.17
"450","CHL","Chile",2021-05-17,1292096,5548,27934,102,14005679,66252,0.101,9.9,16806981,171672,9234057,48.06,7572924,39.42
"451","CHL","Chile",2021-05-18,1295862,3766,27965,31,14035907,30228,0.103,9.7,16990788,183807,9370157,48.77,7620631,39.67
"452","CHL","Chile",2021-05-19,1300629,4767,27997,32,14068377,32470,0.104,9.6,17157805,167017,9495901,49.43,7661904,39.88
"453","CHL","Chile",2021-05-20,1308311,7682,28169,172,14137098,68721,0.106,9.5,17349657,191852,9624390,50.09,7725267,40.21
"454","CHL","Chile",2021-05-21,1315913,7602,28290,121,14205256,68158,0.107,9.4,17359322,9665,9632692,50.14,7726630,40.22
"455","CHL","Chile",2021-05-22,1323413,7500,28386,96,14275657,70401,0.107,9.3,17392435,33113,9659521,50.28,7732914,40.25
"456","CHL","Chile",2021-05-23,1329918,6505,28518,132,14340996,65339,0.108,9.3,17396721,4286,9663218,50.3,7733503,40.25
"457","CHL","Chile",2021-05-24,1335261,5343,28548,30,14384798,43802,0.114,8.8,17633718,236997,9839074,51.21,7794644,40.57
"458","CHL","Chile",2021-05-25,1339421,4160,28585,37,14418336,33538,0.114,8.8,17880512,246794,10028932,52.2,7851580,40.87
"459","CHL","Chile",2021-05-26,1344618,5197,28624,39,14450725,32389,0.115,8.7,18109568,229056,10209595,53.14,7899973,41.12
"460","CHL","Chile",2021-05-27,1352723,8105,28809,185,14521001,70276,0.116,8.6,18312793,203225,10376527,54.01,7936266,41.31
"461","CHL","Chile",2021-05-28,1361381,8658,28928,119,14593576,72575,0.117,8.5,18499140,186347,10521969,54.77,7977171,41.52
"462","CHL","Chile",2021-05-29,1369597,8216,29047,119,14668156,74580,0.118,8.5,18546518,47378,10563566,54.98,7982952,41.55
"463","CHL","Chile",2021-05-30,1377507,7910,29168,121,14745204,77048,0.118,8.5,18556612,10094,10572685,55.03,7983927,41.56
"464","CHL","Chile",2021-05-31,1384346,6839,29300,132,14816953,71749,0.114,8.8,18772305,215693,10728713,55.84,8043666,41.87
"465","CHL","Chile",2021-06-01,1389357,5011,29344,44,14860601,43648,0.113,8.9,18993705,221400,10878524,56.62,8125640,42.29
"466","CHL","Chile",2021-06-02,1394973,5616,29385,41,14899682,39081,0.112,8.9,19197926,204221,11010936,57.31,8220767,42.79
"467","CHL","Chile",2021-06-03,1403101,8128,29598,213,14973117,73435,0.111,9,19361736,163810,11106158,57.81,8328972,43.35
"468","CHL","Chile",2021-06-04,1411346,8245,29696,98,15045608,72491,0.111,9,19506952,145216,11182906,58.21,8431805,43.89
"469","CHL","Chile",2021-06-05,1420266,8920,29816,120,15130172,84564,0.11,9.1,19544675,37723,11207565,58.34,8454777,44.01
"470","CHL","Chile",2021-06-06,1427956,7690,29937,121,15213386,83214,0.108,9.3,19549674,4999,11211334,58.35,8457797,44.02
"471","CHL","Chile",2021-06-07,1434884,6928,30058,121,15292214,78828,0.106,9.4,19731114,181440,11292679,58.78,8585359,44.69
"472","CHL","Chile",2021-06-08,1440417,5533,30104,46,15344524,52310,0.106,9.5,19915898,184784,11372984,59.2,8709916,45.33
"473","CHL","Chile",2021-06-09,1445768,5351,30141,37,15389651,45127,0.104,9.6,20109589,193691,11466321,59.68,8826999,45.94
"474","CHL","Chile",2021-06-10,1453477,7709,30339,198,15467728,78077,0.102,9.8,20312713,203124,11575816,60.25,8933785,46.5
"475","CHL","Chile",2021-06-11,1461419,7942,30472,133,15550433,82705,0.099,10.1,20491712,178999,11660471,60.69,9032173,47.01
"476","CHL","Chile",2021-06-12,1468992,7573,30579,107,15630608,80175,0.097,10.3,20524222,32510,11683582,60.81,9041965,47.06
"477","CHL","Chile",2021-06-13,1476473,7481,30707,128,15717043,86435,0.096,10.4,20526289,2067,11685054,60.82,9042609,47.07
"478","CHL","Chile",2021-06-14,1482663,6190,30804,97,15790762,73719,0.096,10.4,20747991,221702,11794284,61.39,9159257,47.67
"479","CHL","Chile",2021-06-15,1487239,4576,30865,61,15839858,49096,0.095,10.6,20958768,210777,11883042,61.85,9284954,48.33
"480","CHL","Chile",2021-06-16,1491561,4322,30922,57,15881077,41219,0.093,10.7,21185707,226939,11992580,62.42,9406309,48.96
"481","CHL","Chile",2021-06-17,1498231,6670,31140,218,15962708,81631,0.09,11.1,21369725,184018,12066568,62.81,9519381,49.55
"482","CHL","Chile",2021-06-18,1505001,6770,31259,119,16042992,80284,0.088,11.3,21477007,107282,12130416,63.14,9565191,49.79
"483","CHL","Chile",2021-06-19,1511275,6274,31392,133,16120026,77034,0.086,11.6,21513728,36721,12147264,63.23,9585342,49.89
"484","CHL","Chile",2021-06-20,1517018,5743,31513,121,16192809,72783,0.085,11.7,21517682,3954,12149071,63.24,9587501,49.9
"485","CHL","Chile",2021-06-21,1522223,5205,31645,132,16268657,75848,0.083,12.1,21537411,19729,12156468,63.27,9599911,49.97
"486","CHL","Chile",2021-06-22,1525933,3710,31690,45,16309742,41085,0.082,12.1,21846283,308872,12259855,63.81,9809158,51.06
"487","CHL","Chile",2021-06-23,1528409,2476,31746,56,16337213,27471,0.081,12.4,22097925,251642,12347798,64.27,9985275,51.97
"488","CHL","Chile",2021-06-24,1531872,3463,31797,51,16379341,42128,0.081,12.4,22351136,253211,12459824,64.85,10190028,53.04
"489","CHL","Chile",2021-06-25,1537471,5599,32012,215,16453479,74138,0.079,12.6,22562340,211204,12548111,65.31,10363039,53.94
"490","CHL","Chile",2021-06-26,1542642,5171,32163,151,16526613,73134,0.077,13,22615224,52884,12569264,65.42,10404843,54.16
"491","CHL","Chile",2021-06-27,1547103,4461,32298,135,16598628,72015,0.074,13.5,22620888,5664,12571550,65.43,10409476,54.18
"492","CHL","Chile",2021-06-28,1551137,4034,32454,156,16667819,69191,0.072,13.8,22626494,5606,12574021,65.45,10413837,54.2
"493","CHL","Chile",2021-06-29,1553774,2637,32489,35,16704788,36969,0.07,14.2,22875831,249337,12645854,65.82,10623241,55.29
"494","CHL","Chile",2021-06-30,1555902,2128,32545,56,16731268,26480,0.07,14.3,23080770,204939,12716859,66.19,10780078,56.11
"495","CHL","Chile",2021-07-01,1558557,2655,32588,43,16771566,40298,0.068,14.7,23263521,182751,12817753,66.72,10875943,56.61
"496","CHL","Chile",2021-07-02,1562613,4056,32809,221,16842572,71006,0.065,15.5,23405272,141751,12894663,67.12,10952258,57.01
"497","CHL","Chile",2021-07-03,1566461,3848,32973,164,16914474,71902,0.061,16.3,23443247,37975,12913642,67.22,10974685,57.12
"498","CHL","Chile",2021-07-04,1569784,3323,33103,130,16986387,71913,0.058,17.1,23447755,4508,12916048,67.23,10977188,57.14
"499","CHL","Chile",2021-07-05,1572608,2824,33249,146,17050168,63781,0.056,17.8,23602566,154811,12974210,67.53,11084243,57.69
"500","CHL","Chile",2021-07-06,1574465,1857,33288,39,17086931,36763,0.054,18.5,23732721,130155,13025493,67.8,11170705,58.14
"501","CHL","Chile",2021-07-07,1576336,1871,33328,40,17123932,37001,0.052,19.2,23894836,162115,13104095,68.21,11259015,58.6
"502","CHL","Chile",2021-07-08,1579591,3255,33514,186,17193012,69080,0.05,20,24051471,156635,13166018,68.53,11357593,59.12
"503","CHL","Chile",2021-07-09,1582391,2800,33636,122,17260492,67480,0.047,21.1,24190940,139469,13220525,68.81,11446473,59.58
"504","CHL","Chile",2021-07-10,1585160,2769,33767,131,17326341,65849,0.045,22,24234347,43407,13242103,68.92,11469876,59.7
"505","CHL","Chile",2021-07-11,1587478,2318,33877,110,17391824,65483,0.044,22.9,24239453,5106,13244671,68.94,11472585,59.71
"506","CHL","Chile",2021-07-12,1589623,2145,33980,103,17451455,59631,0.042,23.6,24419165,179712,13297952,69.22,11603104,60.39
"507","CHL","Chile",2021-07-13,1590887,1264,34016,36,17484050,32595,0.041,24.2,24603106,183941,13380999,69.65,11706831,60.93
"508","CHL","Chile",2021-07-14,1592130,1243,34049,33,17516060,32010,0.04,24.8,24765935,162829,13438417,69.95,11814961,61.5
"509","CHL","Chile",2021-07-15,1594496,2366,34207,158,17584758,68698,0.038,26.3,24933216,167281,13515184,70.35,11910781,62
"510","CHL","Chile",2021-07-16,1596549,2053,34309,102,17647840,63082,0.037,27.4,24938034,4818,13517402,70.36,11913478,62.01
"511","CHL","Chile",2021-07-17,1598481,1932,34403,94,17708037,60197,0.035,28.7,24961913,23879,13527831,70.41,11927397,62.08
"512","CHL","Chile",2021-07-18,1599879,1398,34514,111,17761059,53022,0.034,29.8,24964147,2234,13528863,70.42,11928701,62.09
"513","CHL","Chile",2021-07-19,1600883,1004,34539,25,17794927,33868,0.033,30.5,25087479,123332,13579138,70.68,12004393,62.48
"514","CHL","Chile",2021-07-20,1601858,975,34569,30,17823948,29021,0.032,31,25221862,134383,13621061,70.9,12098588,62.97
"515","CHL","Chile",2021-07-21,1602854,996,34611,42,17856325,32377,0.032,31.7,25326687,104825,13655805,71.08,12170071,63.35
"516","CHL","Chile",2021-07-22,1604713,1859,34792,181,17923880,67555,0.03,33.2,25405073,78386,13693244,71.27,12212611,63.57
"517","CHL","Chile",2021-07-23,1606358,1645,34875,83,17985052,61172,0.029,34.4,25521167,116094,13752641,71.58,12270538,63.87
"518","CHL","Chile",2021-07-24,1607749,1391,34958,83,18045869,60817,0.027,36.5,25555769,34602,13777091,71.71,12282116,63.93
"519","CHL","Chile",2021-07-25,1609177,1428,35026,68,18108440,62571,0.027,37.4,25558732,2963,13779195,71.72,12283017,63.93
"520","CHL","Chile",2021-07-26,1610345,1168,35119,93,18163489,55049,0.026,39,25615500,56768,13795612,71.81,12324312,64.15
"521","CHL","Chile",2021-07-27,1611090,745,35151,32,18195337,31848,0.025,40.2,25666555,51055,13805664,71.86,12366092,64.37
"522","CHL","Chile",2021-07-28,1611917,827,35176,25,18229654,34317,0.024,41.2,25701722,35167,13813257,71.9,12394198,64.51
"523","CHL","Chile",2021-07-29,1613288,1371,35295,119,18297548,67894,0.023,43.6,25792011,90289,13822375,71.95,12475846,64.94
"524","CHL","Chile",2021-07-30,1614629,1341,35366,71,18360896,63348,0.022,45.4,25868758,76747,13831009,71.99,12544234,65.29
"525","CHL","Chile",2021-07-31,1615771,1142,35448,82,18421129,60233,0.021,46.8,25879964,11206,13832081,72,12554380,65.35
"526","CHL","Chile",2021-08-01,1616942,1171,35528,80,18485799,64670,0.021,48.6,25880434,470,13832112,72,12554820,65.35
"527","CHL","Chile",2021-08-02,1617852,910,35616,88,18545228,59429,0.02,50.9,26004533,124099,13932552,72.52,12579477,65.48
"528","CHL","Chile",2021-08-03,1618457,605,35640,24,18576354,31126,0.019,51.7,26143492,138959,14046138,73.11,12605703,65.61
"529","CHL","Chile",2021-08-04,1619183,726,35671,31,18609535,33181,0.019,52.3,26208201,64709,14051139,73.14,12665635,65.92
"530","CHL","Chile",2021-08-05,1620389,1206,35806,135,18676801,67266,0.019,53.4,26254492,46291,14054574,73.15,12708673,66.15
"531","CHL","Chile",2021-08-06,1621571,1182,35880,74,18738272,61471,0.018,54.4,26289177,34685,14057734,73.17,12740378,66.31
"532","CHL","Chile",2021-08-07,1622509,938,35951,71,18802145,63873,0.018,56.5,26290343,1166,14057989,73.17,12741304,66.32
"533","CHL","Chile",2021-08-08,1623363,854,36016,65,18862231,60086,0.017,58.6,26290419,76,14058044,73.17,12741325,66.32
"534","CHL","Chile",2021-08-09,1624316,953,36107,91,18919302,57071,0.017,57.9,26388621,98202,14135078,73.57,12762713,66.43
"535","CHL","Chile",2021-08-10,1624823,507,36138,31,18950183,30881,0.017,58.7,26476327,87706,14203303,73.93,12782418,66.53
"536","CHL","Chile",2021-08-11,1625467,644,36157,19,18983026,32843,0.017,59.4,26666902,190575,14206137,73.94,12900220,67.15
"537","CHL","Chile",2021-08-12,1626595,1128,36243,86,19048353,65327,0.017,59.9,26838545,171643,14208554,73.96,12979545,67.56
"538","CHL","Chile",2021-08-13,1627428,833,36287,44,19110783,62430,0.016,63.6,26986740,148195,14210727,73.97,13028666,67.81
"539","CHL","Chile",2021-08-14,1628293,865,36331,44,19171841,61058,0.016,63.9,26991506,4766,14211021,73.97,13029685,67.82
"540","CHL","Chile",2021-08-15,1629192,899,36380,49,19232026,60185,0.016,63.4,26992017,511,14211245,73.97,13029884,67.82
"541","CHL","Chile",2021-08-16,1629932,740,36420,40,19287869,55843,0.015,65.6,27211068,219051,14250139,74.17,13052240,67.94
"542","CHL","Chile",2021-08-17,1630330,398,36438,18,19320505,32636,0.015,67.2,27450384,239316,14287436,74.37,13079025,68.08
"543","CHL","Chile",2021-08-18,1630831,501,36456,18,19353420,32915,0.014,69.1,27640556,190172,14290639,74.38,13157198,68.48
"544","CHL","Chile",2021-08-19,1631689,858,36524,68,19421472,68052,0.014,73.2,27810182,169626,14293670,74.4,13217811,68.8
"545","CHL","Chile",2021-08-20,1632441,752,36566,42,19482660,61188,0.013,74.2,27959978,149796,14296838,74.41,13274171,69.09
"546","CHL","Chile",2021-08-21,1633153,712,36605,39,19543126,60466,0.013,76.4,27966427,6449,14298183,74.42,13277149,69.11
"547","CHL","Chile",2021-08-22,1633816,663,36650,45,19602606,59480,0.012,80.1,27967735,1308,14298876,74.43,13277962,69.11
"548","CHL","Chile",2021-08-23,1634394,578,36688,38,19654566,51960,0.012,82.2,28086742,119007,14328800,74.58,13307695,69.27
"549","CHL","Chile",2021-08-24,1634774,380,36701,13,19683767,29201,0.012,81.7,28205208,118466,14355628,74.72,13330325,69.38
"550","CHL","Chile",2021-08-25,1635173,399,36718,17,19721796,38029,0.012,84.8,28317924,112716,14373478,74.81,13347305,69.47
"551","CHL","Chile",2021-08-26,1635958,785,36778,60,19785781,63985,0.012,85.3,28501178,183254,14376503,74.83,13428053,69.89
"552","CHL","Chile",2021-08-27,1636627,669,36807,29,19846701,60920,0.011,87,28632964,131786,14379300,74.84,13481552,70.17
"553","CHL","Chile",2021-08-28,1637234,607,36841,34,19904398,57697,0.011,88.5,28637080,4116,14380557,74.85,13483716,70.18
"554","CHL","Chile",2021-08-29,1637829,595,36885,44,19960537,56139,0.011,89.2,28637824,744,14381007,74.85,13484231,70.19
"555","CHL","Chile",2021-08-30,1638330,501,36923,38,20009412,48875,0.011,90.2,NA,NA,NA,NA,NA,NA
"556","CHL","Chile",2021-08-31,1638675,345,36937,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
